pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik,year,quarter
1998-12-30 20:11:03,AAAAAAAAAAAABYU,COMMON,ACTV,RkseIGGzTKhpiilDjWZPSPnERiRP jEUJEOJrCJIRkbdfNZuEMlqQzYCKrzstPw rHEMGu,PCX   ,985570772,18620228,18950221,0.1,0000000388,1998,Q4
1998-12-31 02:46:04,AAAAAAAAAAAABYQ,COMMON,ACTV,HcdbfcjNDaJCobBMSAXkGBLeC                                             ,AMEX  ,146073605,19661204,19150207,2.27,0000000508,1998,Q4
1998-12-31 05:47:03,AAAAAAAAAAAABLO,COMMON,ACTV,IQgLSyXnTVzVXpFrTOsNJUEyElSgDbDSrPONlTWaDYOozOElOuFnUDSB              ,AMEX  ,323647785,19701229,19950323,1.29,0000000387,1998,Q4
1998-12-31 17:10:04,AAAAAAAAAAAABYT,COMMON,ACTV,NKyffkDYzUEmHZMSGvpzmmfkTKiNwSXOvchZBTc                               ,NASDAQ,586491887,18680210,19251020,2.65,zeRsZlYPPbJDMEXBCFPOhFpvXZLtHnOuLSJnTKEdRohYSW              ,1998,Q4
1998-12-31 19:15:00,AAAAAAAAAAAABYP,COMMON,ACTV,apznUJgTbiLJh                                                         ,PCX   ,973704505,19640509,18720721,0.75,0000000108,1998,Q4
1998-12-31 21:46:01,AAAAAAAAAAAABYW,COMMON,ACTV,KxUaEHgjqMrPCJEyELfTH                                                 ,NASDAQ,95189160,18840430,19860223,0.35,0000000435,1998,Q4
1982-03-27 01:07:00,AAAAAAAAAAAABBR,COMMON,ACTV,ifRTGCuKJLjtPOOVJQOxioSLNEzcBHYUPrpPnYmEhOzTEE                        ,NYSE  ,508795840,19181015,18810417,1.99,SBFKXVFUmdJrWYcDBlFiDanSgUiUEfNxPNhcZmJDqCljhfSQqjGiwCO     ,1982,Q1
1982-03-27 12:40:05,AAAAAAAAAAAABBN,PREF_A,ACTV,zcCdcIdWDs mCeRFP KLLXikwKMGVuoM WQBDtOgIGhhkALHJCkiOxJhsce           ,NASDAQ,855865350,19440501,18890406,1.37,iAJNmDakgxlQcGOiloFqkXDmRxJezUSKSBPCvqFfSbAlV               ,1982,Q1
1982-03-27 17:27:03,AAAAAAAAAAAABBJ,COMMON,ACTV,fMcyTFWfQkjFHjHuFGFzDnYnPFeFKXhVPO                                    ,NASDAQ,381831727,19351014,18850522,1.16,oKkAATNokXjrQLRWAROnOxvqDGAXvlC                             ,1982,Q1
1982-03-28 06:39:00,AAAAAAAAAAAABBQ,COMMON,ACTV,TmwsUhzMwkXyXbFOTPzBSpgoiCFCHpCYUQpGHhnLKITibkVfRCTJzP                ,NYSE  ,616673701,18680909,18660807,0.9,0000000299,1982,Q1
1982-03-28 22:12:04,AAAAAAAAAAAABBM,COMMON,ACTV,aocqKtQBZhXrHAwOWTHGzTX uHPJxaSxVX clbdDbBSJRcJgolBRAqyYfVX           ,PCX   ,161401042,19660617,19530425,0.49,0000000179,1982,Q1
1982-03-28 23:01:00,AAAAAAAAAAAAAYA,COMMON,INAC,MhtJgTKsG TrENVqddopPNbVyFAQGbUePhbCXbL MziZkCDYvyOZC IrTJzUEmw       ,NYSE  ,636745020,19641105,18660102,1.66,eZlLWpFaTkvIFsSXlAj                                         ,1982,Q1
1982-03-29 03:55:03,AAAAAAAAAAAABBP,COMMON,ACTV,aTiPCfcBAplOOgpvNoneqhvHd                                             ,NYSE  ,141288412,18851213,19530821,2.16,RXmCNOHZxFLcHcPYDuVVwjXACtmEiTThodMFFoxqXGRHs               ,1982,Q1
1982-03-31 08:11:02,AAAAAAAAAAAABBL,PREF_B,ACTV,mivETfFlBAOHNhmKXfffDsLEKpmykVmGHjSHRM EFBTLDAfycdBeLQ eBDD           ,NASDAQ,590141306,19530913,19680810,1.91,SGWqSybFZTGlnKCJOHffHLXNReuSiWajMQl                         ,1982,Q1
1982-03-31 19:21:01,AAAAAAAAAAAAATT,COMMON,ACTV,OMQtYSrJOTtDcQ                                                        ,AMEX  ,562259497,19691016,18521027,1.8,FXXFFyLYBSCOYFGdYBtGPVlkDpAXSQEO                            ,1982,Q1
1982-03-31 22:46:04,AAAAAAAAAAAABBO,COMMON,ACTV,tDTGqUCWJJgHTVTeguILAMGsGjNQfFZwMUjNjErdalHsMGowmK                    ,NYSE  ,198534121,19091225,18930726,0.96,0000000038,1982,Q1
1982-03-31 23:59:05,AAAAAAAAAAAABBK,PREF_A,ACTV,fDHHMBZEgNiXdH                                                        ,PCX   ,402359310,19440120,19710616,0.07,0000000375,1982,Q1
2003-12-29 17:23:01,AAAAAAAAAAAACFU,COMMON,ACTV,HRhEGJdEBOKnAAXGQnMNzIXcC                                             ,AMEX  ,356847109,18710520,19391220,0.63,OzjqKuNwhkyhggnIcbOUTzPkHmlLHjqBIaSPMTDPDgJNJNaJSWg         ,2003,Q4
2003-12-30 01:56:01,AAAAAAAAAAAACFS,PREF_A,ACTV,dmTebmFfCQKmGyYsdEUROIVCOThHZhMZMQ                                    ,PCX   ,692427138,19170927,18560813,2.05,GQeoiVeIBrUQDILCvCVPRHBMXSWeVYWIZUXxRcNWdeMgp               ,2003,Q4
2003-12-30 07:46:01,AAAAAAAAAAAACFQ,COMMON,ACTV,lgPTxSaQQWA                                                           ,AMEX  ,357406955,19030508,18670506,1.06,0000000409,2003,Q4
2003-12-30 11:27:02,AAAAAAAAAAAACFO,COMMON,ACTV,SSPRnOHrnwKEuqjDvg                                                    ,PCX   ,1586190,19310218,19981119,0.55,SDOiboZkRWRFMPcVEwXbFEBUSlnXWE                              ,2003,Q4
2003-12-30 15:58:05,AAAAAAAAAAAACFM,PREF_B,ACTV,aAlXEfKSmUHFVUgpqwUScpdSoOoWwBKAViShztxlJIiUessnKTeeZsEEVNkUdLAn      ,NASDAQ,246460749,19051010,19600201,2.32,0000000742,2003,Q4
2003-12-30 23:09:01,AAAAAAAAAAAAATG,COMMON,ACTV,joZosGBoVUoFPEVCa                                                     ,PCX   ,94908111,19650624,19671103,2.26,0000000533,2003,Q4
2003-12-31 09:03:03,AAAAAAAAAAAACFT,COMMON,ACTV,KOBvlKMLWOIeSsNaT                                                     ,AMEX  ,241541610,18910403,19600813,0.03,0000000810,2003,Q4
2003-12-31 14:38:01,AAAAAAAAAAAACFR,PREF_A,ACTV,LvcPVxrWcnYaEtQCkvUGGAEVTvt FVzVjUdSmjCrCWldmkAyGCLcBYPCJIXyeocLSFDSEt,NYSE  ,294692663,19580707,19500319,0.3,0000000557,2003,Q4
2003-12-31 17:40:00,AAAAAAAAAAAACFP,COMMON,ACTV,NViGMvPEUetCGKnSJkRhGIuzPgbJ                                          ,AMEX  ,147229025,19141228,19960623,0.11,xKSLHLQHLoSoXvqFuKQUbXRVFUTzWeCGVANNrqhMIvqtVUIFANTIGTDXQY  ,2003,Q4
2003-12-31 20:45:00,AAAAAAAAAAAACFN,PREF_A,ACTV,CwTkQkFYFPsLToJAldofUavreHkTEVsOzSUkTOurLVIJLnLOZ V                   ,NASDAQ,559630140,18640327,19780422,0.7,0000000583,2003,Q4
2003-12-31 23:59:05,AAAAAAAAAAAAAVO,COMMON,INAC,QNJfFORCGJSUg                                                         ,AMEX  ,557867801,18631016,18990524,0.06,drtQyTTaYrFhVuUaKdIJHCACRLXgXRBYvRMIbpOlKUzGVYHTCZ          ,2003,Q4
1982-06-26 19:56:04,AAAAAAAAAAAABBZ,COMMON,ACTV,NMeBQsASHujVbCbFWNBVt FRy VAeYpRNSzmry                                ,NASDAQ,221688119,19161121,19220808,1.25,0000000196,1982,Q2
1982-06-27 07:28:04,AAAAAAAAAAAAAYW,COMMON,INAC,sQPItAByqQAnItqCllxHraimkw BVQ                                        ,AMEX  ,348361856,18640402,19110314,0.04,0000000269,1982,Q2
1982-06-27 19:18:04,AAAAAAAAAAAABBU,COMMON,ACTV,CbwpPXxebrlGlfbTnITcOKVGOJOyjARzYCrCrzUfIAJBJaxOAFMvLEljcTRWGNZq      ,PCX   ,328998600,18840830,19580628,2.51,WCJJAitQbHnCKfmKEVEELEBjYtHsVGTBpOMMCLXEadMPRGRTA           ,1982,Q2
1982-06-27 20:39:02,AAAAAAAAAAAABBX,COMMON,ACTV,OgMFvPVIEswlbRAVYv                                                    ,NASDAQ,868130701,19570410,18941021,0.23,0000000235,1982,Q2
1982-06-28 00:38:02,AAAAAAAAAAAABCA,PREF_A,ACTV,qxJUBOLKzxAMLhiLfTbCYPbYAEElgrANKRWPUOvkIdp                           ,NYSE  ,613502596,18881006,19090504,2.35,ODMJAOEtZTTMHOSlEvxTQJGKTRjpGLBRILIsO                       ,1982,Q2
1982-06-28 11:01:05,AAAAAAAAAAAABBS,COMMON,ACTV,ZjJUciDOgVAshxVGTVApNMBaZZhDENmFCEzSRhEEhCwihFYAQarYKGrSrbZaLKhM      ,NASDAQ,222402060,19620819,19640825,0.13,sywKYoBrHXXpAryQGPvlNiaGZOoSUSFPVyRJCvtVoPAHi               ,1982,Q2
1982-06-29 00:51:02,AAAAAAAAAAAABBV,COMMON,ACTV,xIVAhTcm GrBLMuQHBgKRQBxsJHyVVMJtPDteSACiDCJymieFvMZnGrJDouXPNOv      ,NASDAQ,450758320,19560912,19401212,0.19,RtYhTNuAWQnCLSVfVKqPJlpCKMETs                               ,1982,Q2
1982-06-29 05:49:00,AAAAAAAAAAAABBY,COMMON,ACTV,MIGlFuUUfZAkEGQ sjnCTBSaACzXpFqaivDhhHIdvH                            ,NYSE  ,672038142,19361001,19350420,2.66,WwXQNkQAqANEBHnihrVhCfRtBAoaKSMATszCV                       ,1982,Q2
1982-06-29 06:51:04,AAAAAAAAAAAAANZ,PREF_A,ACTV,nOWRflSCRGheQZGKzgsdUkvNFMGSzHyhvSYMIDvKMhnxmEyuJJEfXvLfDjF           ,NASDAQ,216069267,19740307,19190408,1.0,nUSbwozHKnjEMwDGEwifsBDVkWMEUCXcZRAlqaRyXugMDSPCvILEtSe     ,1982,Q2
1982-06-30 11:27:02,AAAAAAAAAAAABBT,COMMON,ACTV,ICUyZoxGzYvWzUNYNMQjZDkceLcIJYKbMh                                    ,NASDAQ,844059971,18520122,18680322,2.94,PqHHQPtFmLMYtaQZeCPyWOpeDGcHWjGJJWGnpUVWYUbRjsNExvioDRDUsgU ,1982,Q2
1982-06-30 23:59:05,AAAAAAAAAAAABBW,COMMON,ACTV,NFGEqLjILcTFjvADnDPfsjnUxNNLiekCpOEGVtrpkFqBUWJRDZuNQJirrNrEOJwOB     ,PCX   ,927205986,18900809,19660728,1.23,0000000248,1982,Q2
1967-12-18 06:41:03,AAAAAAAAAAAAAHU,PREF_B,ACTV,OtXHiIwyCnjNWh VQCVcGqVMyxC                                           ,NASDAQ,887858791,19381206,18900226,0.46,0000000061,1967,Q4
1967-12-19 03:56:01,AAAAAAAAAAAAAHS,PREF_D,ACTV,OxhiAzoeAWTIijJLCELnhSLDFuLgLPbpRnKEOMmuJjuVxhSuYSOTUZVLDtI           ,PCX   ,367629521,18811009,18900202,2.45,0000000085,1967,Q4
1967-12-19 18:06:03,AAAAAAAAAAAAAHQ,COMMON,ACTV,nDPtVSOMoCDzrZdbDtjIRkTlwncgLtTxyMAwQPYAqPISvQmsIZciBxBi              ,NYSE  ,916116480,19160129,18940317,0.32,VRCqMDchijxAuePBgjywAGgqrVRBEFpiTlAyRVbIdJsaEVtlYWHXc       ,1967,Q4
1967-12-20 07:38:00,AAAAAAAAAAAAACQ,COMMON,ACTV,YNkJQoLDSRUEQGJbXUTTncHkIFHGFnOmgZNUyDEFKwqQBmVOQGeemIUCrzX           ,AMEX  ,219971095,19451102,19260317,1.99,0000000045,1967,Q4
1967-12-22 11:21:00,AAAAAAAAAAAAAHX,COMMON,ACTV,NGOJtjVVngUrjVkMH                                                     ,AMEX  ,93055925,19430414,18630622,0.94,0000000014,1967,Q4
1967-12-23 22:19:05,AAAAAAAAAAAAAHV,COMMON,ACTV,HRBnuMMvqRXEaPsncGiXvLWtJ                                             ,NYSE  ,918224025,19530728,19521001,1.11,zSzyZVwpMSypTaf                                             ,1967,Q4
1967-12-24 13:52:01,AAAAAAAAAAAAAHT,PREF_A,ACTV,UDThlqfoLbBBUZxPLeihBBQUlmqZMulYUrITJrJSTTeUOCoVnTCNslIBaqaCcCYm      ,NASDAQ,489774826,19480410,18700417,0.22,0000000046,1967,Q4
1967-12-27 13:32:05,AAAAAAAAAAAAAHR,PREF_A,ACTV,cRQlPrFZVJKS                                                          ,NASDAQ,580613641,19350313,18550806,1.1,CVRXvUkWOxdMcWRMhABiVpiKwSnFEzHzbbeQ                        ,1967,Q4
1967-12-27 16:50:04,AAAAAAAAAAAAADU,COMMON,INAC,isaKgTEyNYeReGpwsWvkDywoePvThRSHpMwNi eyUFKkdnhEMxALeJXIv             ,NASDAQ,491520032,18611214,18870131,1.48,OzjqKuNwhkyhggnIcbOUTzPkHmlLHjqBIaSPMTDPDgJNJNaJSWg         ,1967,Q4
1967-12-28 14:12:03,AAAAAAAAAAAAAHY,COMMON,ACTV,PQhST YFvJlXgE                                                        ,AMEX  ,580366725,18621107,18860520,1.99,VNUMGRlTCSQKEfjLfhaUANwnlPAHDkoFxyHfydObCUUeDgBa            ,1967,Q4
1967-12-30 21:13:02,AAAAAAAAAAAAAHW,PREF_A,ACTV,QFZGETDInGKTAuUB LgQtGGtIVQAHFraRAlEjFnuqfwoEIUamQLbbTJKOB            ,NYSE  ,687807496,18600526,19650603,1.37,0000000017,1967,Q4
2014-09-29 00:05:00,AAAAAAAAAAAACUP,PREF_A,ACTV,PBAvoRSWEKIvPPtJNR                                                    ,NYSE  ,81219042,18790328,19511224,2.06,sOyTYsSTYUVzJesQSdAisBvTMeluVMkBQPqfMkUGKTVMltV             ,2014,Q3
2014-09-29 04:20:04,AAAAAAAAAAAACUO,COMMON,ACTV,bOFhzeZFBADVRsgaaIwjeUdCCEKlUSEFzWAQmYRByDsNboBGAAx                   ,AMEX  ,588711469,19101226,19710213,0.08,EZNKEBxTQqLstOBnUor                                         ,2014,Q3
2014-09-29 08:03:02,AAAAAAAAAAAACUN,COMMON,ACTV,M VLSOgjmfVfgiSQGnWcumGHSWLwdKLQdTvPzjSPUFGRAbA OawAdS                ,NASDAQ,324714934,20121026,19731120,1.53,0000000593,2014,Q3
2014-09-29 11:17:02,AAAAAAAAAAAACUM,PREF_A,ACTV,cYaOLzXKWC tFCUzYQNZihPvRRHOjTBiufOuDTOqTgCzQxtGWDkPbiXaKT LShiZm     ,NASDAQ,18588980,18510713,20120607,1.18,VypTRNPibuJtFroLXOLVGEAJ                                    ,2014,Q3
2014-09-29 12:12:04,AAAAAAAAAAAACUL,COMMON,ACTV,NdRbkIjDYnxXnexfPPBAndnWTRGFSTuqKBKTIAPfiGonmGN                       ,NASDAQ,306024513,20030110,19970305,0.1,0000000720,2014,Q3
2014-09-29 17:01:02,AAAAAAAAAAAACUK,PREF_B,ACTV,CpJHxTwFHPxzjHfQInEaTXOhBZTGEgoNCnr                                   ,PCX   ,809652156,18770831,19171201,2.48,PetUXCKdrvdhGTHkUjICjrSC                                    ,2014,Q3
2014-09-29 18:52:04,AAAAAAAAAAAACUJ,COMMON,ACTV,ySRSRaPBnxCTahiJVPHdsNeRIjxHqrLeTspJbc yCwdoEZtkoFbsoIhL              ,PCX   ,485117055,18540716,19731030,0.27,PFpRVSJQSKUaYtPHcrORYobBlMkVtbFCxBHLPrNuPiRj                ,2014,Q3
2014-09-30 00:15:03,AAAAAAAAAAAACKP,COMMON,INAC,bwJuGxEvMvRsIYrBCyCANpQ HQcTlihJdF                                    ,AMEX  ,542224626,18841028,18560528,2.06,0000000625,2014,Q3
2014-09-30 00:46:01,AAAAAAAAAAAAAEA,PREF_A,ACTV,TqbVEnlFFAjI                                                          ,NASDAQ,831930913,19810121,19210822,0.68,0000001004,2014,Q3
2014-09-30 12:31:03,AAAAAAAAAAAACUR,COMMON,ACTV,dQEMsissQShKZUYVAPINqSBMecPHWNJ                                       ,NASDAQ,508066209,19551213,18701007,2.06,0000000066,2014,Q3
2014-09-30 17:31:02,AAAAAAAAAAAACUQ,COMMON,ACTV,KgmdBfTLCgstTuzpHrs                                                   ,NYSE  ,49192856,19981215,19530524,1.97,0000000158,2014,Q3
1993-06-28 05:44:01,AAAAAAAAAAAABRB,COMMON,ACTV,VxtJDLwLZO                                                            ,PCX   ,891272299,18611110,19280515,1.39,wsZWtFCSAzHKmphBa                                           ,1993,Q2
1993-06-28 11:18:05,AAAAAAAAAAAABNV,PREF_B,ACTV,dOoGzCgcFSABwLQDmliUNCJoKkaH iBukzfcaMXslQDePC                        ,NASDAQ,302508679,18670209,19780525,1.14,nJdFvuivCQsWRFyFGbVTkPWytNSJNtYxlXTETaZDzAd                 ,1993,Q2
1993-06-28 13:23:02,AAAAAAAAAAAABRC,PREF_A,ACTV,cSOBoLbEkQTC BUPiQQmdbFGSWPHpVXCcyKEwmYwigPIjZyXQVsLhDKiGtZibwafO     ,PCX   ,678356333,18541026,18761106,0.67,0000000299,1993,Q2
1993-06-28 15:49:04,AAAAAAAAAAAABLT,COMMON,INAC,VFJpbaXtBSr bEMjNjeEHxaDavViiYEYQJ                                    ,NYSE  ,698817457,19300617,18520301,0.34,0000000364,1993,Q2
1993-06-29 03:12:04,AAAAAAAAAAAABRD,COMMON,ACTV,kFFquWirQbKTBBqEHwKMJXDiQVBBu sULR NKNVUD                             ,NYSE  ,723464446,18740824,18551030,0.48,0000000061,1993,Q2
1993-06-29 10:25:03,AAAAAAAAAAAABQY,COMMON,ACTV,AVebLxPoqVsIFLQFfkYYDcUnFFcFhYBNvuNqjHqNJgLKPnKLZUQFIFl               ,AMEX  ,237042512,19330312,19181219,2.79,0000000273,1993,Q2
1993-06-29 15:53:03,AAAAAAAAAAAABRE,PREF_B,ACTV,nFubLuTVQmlnMX iE sdawx                                               ,NASDAQ,606492484,18790105,18540227,1.15,drtQyTTaYrFhVuUaKdIJHCACRLXgXRBYvRMIbpOlKUzGVYHTCZ          ,1993,Q2
1993-06-29 22:49:01,AAAAAAAAAAAABQZ,PREF_A,ACTV,StNKqMGgDkPiRHAEoUzfWUfARMbSKYBIVMiLpkJSI                             ,PCX   ,563719723,18611016,19420511,0.29,caAINGknvILjXQDZSOIOA                                       ,1993,Q2
1993-06-30 02:30:04,AAAAAAAAAAAABRF,COMMON,ACTV,kknzbWKRFaXKCLyQGBWbsjS                                               ,PCX   ,363771322,18910710,18540227,2.77,iLRgsRKORjPEuGBYgmdeGGaIPIxIKBVoZOoLfVbbtoy                 ,1993,Q2
1993-06-30 10:30:02,AAAAAAAAAAAABRA,COMMON,ACTV,RwaAOiVcBlScqwNVdTxUxNOAelzONsBTKekYwwmPQvahdPcrqKqIrUX               ,NYSE  ,78796125,19700227,19040117,1.75,0000000143,1993,Q2
1993-06-30 13:58:04,AAAAAAAAAAAABRG,COMMON,ACTV,JXMH MSyfnrQYJQMQWBcBtZ xaVmF                                         ,PCX   ,393780629,18950529,19020619,1.92,0000000179,1993,Q2
2005-06-28 18:46:05,AAAAAAAAAAAACHW,COMMON,ACTV,LNlyVrVLZGOSWXlLQn                                                    ,NASDAQ,498563753,20000322,18781106,0.67,0000000822,2005,Q2
2005-06-28 21:04:01,AAAAAAAAAAAABDA,COMMON,INAC,WbnFUnSHYIyVCJBvPxhgRfPeNS                                            ,PCX   ,13296928,19200613,18900408,0.51,0000000298,2005,Q2
2005-06-29 03:15:01,AAAAAAAAAAAACHP,COMMON,ACTV,Kp PlwXtLVOZeTFYuzOCaohpQQKnzHjYrTBBCPpIURBNVo                        ,NYSE  ,537309668,18940608,19501214,2.14,GViYmRwuSEXoUpgQOevIzNPhXYqrqZGAJFgrJZfFyxST                ,2005,Q2
2005-06-29 14:44:04,AAAAAAAAAAAACHR,COMMON,ACTV,aUyMobtUHeugvWgmdLXpxsd                                               ,NASDAQ,307344873,18790726,19161201,0.83,0000000303,2005,Q2
2005-06-29 19:38:04,AAAAAAAAAAAACHT,PREF_B,ACTV,bNriMntyICcOAxlhosyInBAPjnsUJTgALPeICBLGszWRr                         ,NYSE  ,139716613,19660722,18611121,0.75,0000000552,2005,Q2
2005-06-29 21:12:03,AAAAAAAAAAAACHV,COMMON,ACTV,YEaArfUSUGXcOOcqksrysHCRYNyCbiGJYCGkPUmF                              ,NYSE  ,208441286,19440705,19580530,2.06,0000000508,2005,Q2
2005-06-29 21:16:04,AAAAAAAAAAAAATY,COMMON,ACTV,KfOnXlaFRfJRQi                                                        ,PCX   ,171472859,19520212,20030606,2.57,QFlzyCJQIjruBnSgEMBSIpCQCvZFcHOpHMSZDWRwJw                  ,2005,Q2
2005-06-30 02:29:04,AAAAAAAAAAAACHO,PREF_A,ACTV,rNEvCZGCaIRQFBRuhfAMSrLJJeNpSVMPKjkOpxlw ZUSZNcwyDJrKVvEifyLeUhWLKAO  ,NASDAQ,555559231,18561115,19210423,0.12,zmEtERekHepFHEOKNVYMZhPgUnpfHSFLlcEWhTVN                    ,2005,Q2
2005-06-30 12:16:00,AAAAAAAAAAAACHQ,PREF_B,ACTV,rUW EViQsQwSjQgacDObDsHoBGB omxq                                      ,PCX   ,195211006,19700103,19450210,2.83,0000000016,2005,Q2
2005-06-30 12:50:05,AAAAAAAAAAAACHS,COMMON,ACTV,cNtpVsHwfQbgXUVujdxxIQXiVbdg                                          ,NASDAQ,660752595,18821016,19400824,0.07,OQtkTMmhGBQMWdAgkVGwtkBTZdZgSnGgrWWnVufvkZ                  ,2005,Q2
2005-06-30 23:59:05,AAAAAAAAAAAACHU,COMMON,ACTV,QCTDtGJyOjIGJrRWVEWmGNLffnb                                           ,NYSE  ,775093110,19550216,19310909,2.28,0000000546,2005,Q2
2006-06-29 09:05:01,AAAAAAAAAAAABOC,COMMON,ACTV,CsVcILNeyvIMSXYHoNJ zKKNrUJUTfVHSOPoNvu                               ,NASDAQ,947383091,18510219,19240711,1.23,0000000507,2006,Q2
2006-06-29 09:59:02,AAAAAAAAAAAACJE,COMMON,ACTV,MVHtaUZTxYBS gEXCnK                                                   ,PCX   ,792691386,19850315,19190422,1.32,0000000576,2006,Q2
2006-06-29 12:59:04,AAAAAAAAAAAACJB,COMMON,ACTV,dWI gEjlqL                                                            ,PCX   ,226180586,19711021,18520714,1.52,pKOuBCTLGQgLNoxCSjppVInLk                                   ,2006,Q2
2006-06-29 13:51:05,AAAAAAAAAAAACIY,COMMON,ACTV, ufbCSeuaIPxaghQqMHG LICOEgdcownxJpZzWP fNiRLeClF                     ,AMEX  ,595953794,18830620,18810604,2.3,0000000854,2006,Q2
2006-06-29 19:25:01,AAAAAAAAAAAACJG,COMMON,ACTV,hPiCXJyNqUAtNuk                                                       ,PCX   ,813557986,19151025,19470225,2.48,jNTXKVuWNpqudLAHcSjaHCEYHhrzSJcSPAuxkrgU                    ,2006,Q2
2006-06-29 20:19:00,AAAAAAAAAAAACJD,COMMON,ACTV,yawHIIYPlVnyNITJxYIcUDBX                                              ,NYSE  ,286092949,19111009,18970827,0.8,0000000349,2006,Q2
2006-06-30 01:14:04,AAAAAAAAAAAACJA,COMMON,ACTV,MwsASXAzXCAMFwYeBnKTXYDzBaaoKxqsV befraGwowcuFRaDVAtbC CStMgOsVibjGvNU,NYSE  ,81119413,18680820,19230618,1.08,WamYAWpsRhTtiMeOX                                           ,2006,Q2
2006-06-30 08:04:03,AAAAAAAAAAAABGA,COMMON,INAC,tRcTGibnFEdYYLRBWpuEcWNbhdZusIrbjoXOCFNlHdIhRUzliqZMNtIWN             ,NYSE  ,257759793,20041029,19020115,2.74,0000000077,2006,Q2
2006-06-30 11:27:01,AAAAAAAAAAAACJF,COMMON,ACTV,dnsVUFBdlTClp CbBpNANK Tf                                             ,NYSE  ,956416945,20001126,18810403,0.48,MjKKlGMQzcFUzURCeWKCo                                       ,2006,Q2
2006-06-30 22:28:00,AAAAAAAAAAAACJC,PREF_A,ACTV,xuYvfKbFEBUmNaHTqpnJcCxZHWDkfUZIUZyIPGjzamvDOPskBo LbV                ,AMEX  ,195304313,18721021,18700819,1.11,0000000036,2006,Q2
2006-06-30 23:59:05,AAAAAAAAAAAACIZ,COMMON,ACTV,XQViDGTCNKxoQRGJQOGpRkovqNT                                           ,AMEX  ,477588839,19091031,19380519,1.98,0000000704,2006,Q2
2014-03-30 03:27:01,AAAAAAAAAAAACTZ,COMMON,ACTV,uHVwdTELpusnvMz SWIZ RyKgS                                            ,NASDAQ,88731655,18821129,19020815,0.33,0000000957,2014,Q1
2014-03-30 07:00:02,AAAAAAAAAAAACTT,PREF_A,ACTV,GnJdhaFVfgzCUpFxoUWTrNgGh                                             ,PCX   ,807862356,19890903,19200130,1.05,0000000852,2014,Q1
2014-03-30 08:12:00,AAAAAAAAAAAACTY,COMMON,ACTV,MSNzPJzLCIeYjIvZakWOCEmovssnAOOvONhJKVs UYpaCqVzRT                    ,AMEX  ,141571400,18750602,18941129,0.56,LEMeSpDsEVDPYmOxZOPglQcJGMBqtVFKPpqomv                      ,2014,Q1
2014-03-30 12:07:01,AAAAAAAAAAAACTS,PREF_A,ACTV,yFvxojKRMPfFHBDUVEb                                                   ,NYSE  ,222062319,19440619,18790101,1.7,idgkJqUHedAOjNwGHoWCCcQIOWqUUlxNHICrGykAEaUiSNDZFB          ,2014,Q1
2014-03-30 15:30:04,AAAAAAAAAAAACTX,COMMON,ACTV,oKWulOAJzMSCACdejPJfIQNSCgAnTpjokusjeBmAKjHIDLRdhae                   ,AMEX  ,161708093,18960215,19341101,0.56,BAbiHfPwcgwOVyOFaHFEQdBmKIXuPNdpBmQDjqyhsbiw                ,2014,Q1
2014-03-30 22:56:02,AAAAAAAAAAAACTR,COMMON,ACTV,evpYXgCwIBJizZhLo                                                     ,PCX   ,165717527,20090624,19890601,0.91,kzlnGdWaKhZLRwYuxlhqLQkyPBU                                 ,2014,Q1
2014-03-31 02:02:04,AAAAAAAAAAAACTW,COMMON,ACTV,CW FQwmgUjWHChoIFmAXbHsdWCLuAswccrKO                                  ,NYSE  ,270774040,18990425,19380531,2.82,QFlzyCJQIjruBnSgEMBSIpCQCvZFcHOpHMSZDWRwJw                  ,2014,Q1
2014-03-31 05:14:02,AAAAAAAAAAAACPS,PREF_A,INAC,fVXONLhBjFHsIoOAZKLEDmTJIMFOcrRvBVoFdEGkvLCErGHhIFGZQR CZHamwgLmmoNX  ,NYSE  ,663393688,19540813,19241222,0.94,ezmNzxWFtlcupUKqpNDqedVxTLunvW                              ,2014,Q1
2014-03-31 17:49:00,AAAAAAAAAAAACTV,COMMON,ACTV,VPyhfXglmKOMYM GeHTKgJGKVSEiANQZvkZGGZJOISkFnJcsxXEXseTFrlDPBYCC      ,PCX   ,400707943,19050111,19050705,1.39,wuPNbKrcocPhyHiIStyXcVOWUM                                  ,2014,Q1
2014-03-31 23:19:02,AAAAAAAAAAAACGT,PREF_A,ACTV,hkZhSUXqmYKSZCBEv                                                     ,AMEX  ,922394034,19280909,19520917,1.46,0000000179,2014,Q1
2014-03-31 23:59:05,AAAAAAAAAAAACTU,COMMON,ACTV,ZcIHRgECaBKSTXzkWBCQspAopyOJogJlgeeiZdFvBNPHyUMlXqDFVPhxuTbDdZB       ,PCX   ,275752824,19041228,19820124,2.94,GViYmRwuSEXoUpgQOevIzNPhXYqrqZGAJFgrJZfFyxST                ,2014,Q1
1970-03-23 10:20:05,AAAAAAAAAAAAAKY,COMMON,ACTV,qiLFSFSHXCxRUjxbQnRSCKSHbiIgnCkzaXf                                   ,AMEX  ,830882980,19490112,19410425,0.83,0000000016,1970,Q1
1970-03-23 15:06:01,AAAAAAAAAAAAALA,COMMON,ACTV,JwwYfLTjbfqVXgEVJRMJVLdIkENNncKq                                      ,PCX   ,115764420,18950729,18770518,0.0,0000000022,1970,Q1
